review_id,user_id,business_id,rating,date
y-gnP-jAxUK7srlxuAX9sA,M_qwexE6ciWB4tJ_T1S6hQ,82aapoEF7sBcxrrP9AWiEw,3,2016-09-13
Dd5YoTZO9caaOgd2NphyWQ,AecE6t97JJRjuRVqFJbkew,tulUhFYMvBkYHsjmn30A9w,2,2012-03-25
A8p4T7tOb036d2uAmsWuUQ,fhi8K-yYlcCpWt2MRBYPgA,tulUhFYMvBkYHsjmn30A9w,3,2013-08-29
064EPlbfBnAwy0wE5qZ_mA,QYBtrIneunU_yg4VTb6TVw,tulUhFYMvBkYHsjmn30A9w,2,2011-03-23
zS7uqAXBaIGrCaN536Z5JQ,2ge6gSEcK3x41I8VdYcV5A,tulUhFYMvBkYHsjmn30A9w,3,2012-11-20
olUly_Xc5_RJBgKWg4D4Mw,aKtwHb1VPg0P21N2Rv0rSQ,tulUhFYMvBkYHsjmn30A9w,1,2015-04-28
U9lPU7cB-nwmpdAuF1ZSaQ,YFwhEgu6mOFkZ_fqRYmzhQ,tulUhFYMvBkYHsjmn30A9w,1,2015-05-21
XnqUquog7SyzW6G4cV5Jew,CBeZvUAazk_eHnSD-ZF7YQ,tulUhFYMvBkYHsjmn30A9w,3,2017-05-04
GLY-lZNJCoq2qixYsG35wQ,An8Q0oLP_2juwErLw90L8A,tulUhFYMvBkYHsjmn30A9w,2,2011-01-18
JeNpKHeZXblJfshQgcsYeg,OP1jgh0eoc6taMwCwwTN4Q,tulUhFYMvBkYHsjmn30A9w,1,2010-07-04
7PAIYrwX_82v4KvuZGorZg,mK-muLy9-EFuLapKZJZoDg,tulUhFYMvBkYHsjmn30A9w,4,2011-06-21
OtmXFNG09CozGZShjWQ8TA,T76-jKiHe5Fz5qTjQQlWoA,tulUhFYMvBkYHsjmn30A9w,1,2016-11-20
oze66inN_eyiiybgW7SW-w,P9juBjTdlzDlrxb6uMqSug,tulUhFYMvBkYHsjmn30A9w,4,2010-09-19
bBPoWSY_bvbDK7eKj39Arg,ZNkpsi353TRp2AhFFT9V-Q,tulUhFYMvBkYHsjmn30A9w,2,2012-01-05
WwguSZx4VHhtYcXo9F8n7g,aET30aMEQQLWz1oNGd-DBQ,tulUhFYMvBkYHsjmn30A9w,5,2015-03-26
F3b3-mmClvVPUT0WvK_guA,hYBa2DvaRSAuI6Xm9q4I-A,tulUhFYMvBkYHsjmn30A9w,4,2014-11-13
Q_Rznzq9nRZxGGlEPvaDYA,2psu7_9YwuGeb26ptYxn4w,tulUhFYMvBkYHsjmn30A9w,1,2013-06-19
g8qVFu0pGY2MpMbJ1CW46Q,XsidR33reGV0sdVHFeKxQA,tulUhFYMvBkYHsjmn30A9w,2,2010-05-17
Qk6pRf5NM69-pd0JC66uug,N5E3KDv9O5lsHfG7f8YvHg,tulUhFYMvBkYHsjmn30A9w,3,2011-03-13
qjnUdADRs3G9DFyiygNVUw,bK5l6tLywoLXZ9Nf9By3Uw,tulUhFYMvBkYHsjmn30A9w,3,2015-04-28
WxMIcLfeiKQlN-ICmqZdhQ,9JXtMjyw_tyjcBmnhMSvoQ,tulUhFYMvBkYHsjmn30A9w,1,2011-08-23
lfs2Jt-apvmE99QyoB3D6A,a1x5xhZ2zpBdOfqtH9x-Kg,tulUhFYMvBkYHsjmn30A9w,5,2011-01-16
Og0OGhKSOWU4Cv7_d35soQ,oSDN3AAiog0OqQ9bS42_ng,tulUhFYMvBkYHsjmn30A9w,5,2014-03-01
Tt3IK5k3sPJrOU_9VBjH8w,RvaNCv4vdJEkBfNIWqxV5Q,tulUhFYMvBkYHsjmn30A9w,4,2012-06-06
o2Q-VrCCYUarID01OaWhLQ,JuFBjJWirUwqnnyD4U_HlA,tulUhFYMvBkYHsjmn30A9w,4,2016-06-30
3U8uttaedEVp2xPrS44jdQ,ITSnuLOu81doC5GGT5NMSQ,tulUhFYMvBkYHsjmn30A9w,3,2012-09-15
bmWvWPcYX8SR57OXGqTaDQ,-HLE-x7Lpkfprd6er-JFGg,tulUhFYMvBkYHsjmn30A9w,2,2012-12-28
8HI-67QCxl0C7etOfymVQQ,r1jWEEScNKa-Xiw1Lad-rA,tulUhFYMvBkYHsjmn30A9w,1,2008-11-28
taZXRKDsFvhSzuJ5QjDj0Q,Xw4t5H88wVt6vfKw3n3z-Q,tulUhFYMvBkYHsjmn30A9w,5,2010-07-12
4qRc8ybyNuWrtpSaLrtYgQ,3tFW6x0PaEIiokZTjKAVqw,tulUhFYMvBkYHsjmn30A9w,2,2014-08-14
UJxPEFOJGzS0HI10zNtq2Q,DxsZCsQXTN7vcVUwtGlN9g,tulUhFYMvBkYHsjmn30A9w,4,2014-08-15
g6NaySD-OvUHUKM1SzMuOw,hHOsJjdR1R4rzB08Divfvw,tulUhFYMvBkYHsjmn30A9w,4,2011-07-07
1GDZm84edgNab58aZeqr3g,WL_U3MBUfTkeHL9lYxoleg,tulUhFYMvBkYHsjmn30A9w,4,2010-06-02
3DMEKYMxeUv8WArCk0AWMw,H_-K6erSJYtzg3ZEvOg3EQ,tulUhFYMvBkYHsjmn30A9w,3,2009-07-22
-RSIdXxdGhuygvOrozJvdA,Xxvz5g67eaCr3emnkY5M6w,tulUhFYMvBkYHsjmn30A9w,3,2009-07-21
gwf8D_tR8gZWipf4Xz_lEg,3Uv0dGI2IXJb2OUj8R2GJA,tulUhFYMvBkYHsjmn30A9w,4,2008-08-03
uAX5M4LOX3ToEMBVWau81w,aW2GmH0UZPvjpex1abJFvw,tulUhFYMvBkYHsjmn30A9w,5,2011-01-16
UbxtfS2U51jeVQ3HklkTgQ,DOKrvb9i0A3a-CpOxLqo4g,tulUhFYMvBkYHsjmn30A9w,3,2013-11-26
HNFFq2aCTzcqyipdWeMsow,8SVOBWdAtEdZ23y-AkOUQQ,tulUhFYMvBkYHsjmn30A9w,4,2017-03-18
96-QirYGNfKEpp-k8TjAPQ,zvoKQvcCsnJeC7ZRKrsWPA,tulUhFYMvBkYHsjmn30A9w,2,2015-11-20
P_tZHBBAIi-T9m66fFGtfw,yQN0tGkqhi0Ch0Hqdj2XSg,tulUhFYMvBkYHsjmn30A9w,3,2016-03-09
nnpYNP3KvX6KhcdGQRgW9Q,c1BpiSp3XAqFLG1LuN2DdA,B_ouKNVsEDrGHwec280CAg,4,2014-07-28
2BhdGjC_mUPrKc8QlD91VQ,V2YLI2Eo4ArlAwpYxRWczg,B_ouKNVsEDrGHwec280CAg,1,2014-02-26
1FIvHZdvBQx6OUNR7krUnQ,RCrfj9GaKF4isWSIRfEPjg,B_ouKNVsEDrGHwec280CAg,1,2013-02-19
JDQE-sD-0BfTRZXAaIlZGg,RWGJvGak18-mXGYQo5wFUA,B_ouKNVsEDrGHwec280CAg,1,2010-07-13
jmAKLA3_loO_3maXIHVYyQ,qEv3LrfTm95_VJfU0hFQwA,B_ouKNVsEDrGHwec280CAg,2,2013-04-18
6z3jtomgr8dhzg45_9OMVA,w8q1hum7FsGb6hb9T_2j2g,B_ouKNVsEDrGHwec280CAg,5,2011-07-26
Qrqu_fmhBFVJUEpAQCPF-w,243VUTbQBl8ozvZC3fV0zg,B_ouKNVsEDrGHwec280CAg,5,2015-12-13
fONXBPyjPgtWiFIQoqYQqg,rBVubLc9uLDZLrIhd7OiQg,aiU0FRtHTIHBWMYapw79LA,4,2012-12-07
lUpHYxH_yg4xAwzjxuereA,sKVIL6VYjuAaO-hiS2rzTw,aiU0FRtHTIHBWMYapw79LA,3,2011-07-02
AWLY7dyUR5CcKUDkianlow,HqzBSBZ2xgf_6Fx4WYx3Zw,aiU0FRtHTIHBWMYapw79LA,3,2013-04-04
qMyiQP4eOZ0nq4QWWcx5ew,NaWSRaSwF8moJVT19tlZbg,aiU0FRtHTIHBWMYapw79LA,3,2013-11-27
UJ0fCBAae6j2ceYbXHJ5fg,2AjHNuVqJDR5B-hTsbqpWA,aiU0FRtHTIHBWMYapw79LA,5,2012-06-08
PyoKWGZlgEoF8LozmpqP4Q,a_YK0bJ5cPoOKH57GzGROw,aiU0FRtHTIHBWMYapw79LA,2,2011-06-28
wUR4BBciCIyEstBPkNqpeA,tKcIXdrTFFOPrl2Ob83P3g,aiU0FRtHTIHBWMYapw79LA,2,2010-04-26
LIz_h3PiEX-nimfnoBrBlQ,NVPhaPAyu04dsjVUhJMOnw,aiU0FRtHTIHBWMYapw79LA,4,2014-04-19
pyPhAOmrsBOJObIASIY25g,0eaSfDE66uojuFNdQdJb4w,aiU0FRtHTIHBWMYapw79LA,2,2011-09-27
E4T1xHNlowXk-kf0aZCujA,-NycZLw5rPxqwrkKKI-83w,aiU0FRtHTIHBWMYapw79LA,4,2011-08-07
xcquCa2ApUZgnvObu8jGhg,nqA8zJXhEVWCMi_yC1Z8Dw,aiU0FRtHTIHBWMYapw79LA,5,2010-10-09
eulhHPcRcF3s3GEUKuKvuQ,P44rMHIMlDNntn6vDaGi0g,aiU0FRtHTIHBWMYapw79LA,3,2011-04-11
CKXlz3GoA3N8nJ1O5-n6GQ,QaN-nccbLZPWzownQYgTVQ,aiU0FRtHTIHBWMYapw79LA,2,2011-11-27
oVN2FmscFWuo3IzlYi_xSQ,RbcmsOT26NycBgFRMAkNlg,aiU0FRtHTIHBWMYapw79LA,2,2009-09-04
O-W-tEX1weC4_xltKPYJeg,E0v3KkPKsizW_RW3CKQj-A,aiU0FRtHTIHBWMYapw79LA,3,2013-12-04
TyqF1QMpQQONDDtDyVzBKQ,7cHIqdEC0yRKRjgJKsuPvA,aiU0FRtHTIHBWMYapw79LA,3,2010-11-21
UHJUAvl57YeRtxP2fhiIkQ,o_RkA4NC9DxWP8_yn-V3JA,aiU0FRtHTIHBWMYapw79LA,2,2012-11-02
7ntImRQNJNlZU9y81RpDoA,far9qchg25NqfxAX6YaCSA,aiU0FRtHTIHBWMYapw79LA,3,2014-07-29
3nkOhLLNA1tl6a1I9jT-Rg,-KClFfe3QFxQW1WGhPsbeA,aiU0FRtHTIHBWMYapw79LA,2,2008-07-25
TU_h0vWQeCc1rvbrO3FWcw,dt9IHwfuZs9D9LOH7gjNew,aiU0FRtHTIHBWMYapw79LA,5,2009-11-29
gx2L769LM0pvU7dO7If7Ag,7uEuP9iJEzCshvDKS7_n8w,aiU0FRtHTIHBWMYapw79LA,3,2013-06-05
spUa8zAjuo1fPy9ViiT94g,nOr3_aq60yivqgcso_iDMw,kcCncG6-pomVVc7r27HYWA,4,2016-04-22
ffbGmyyI4JkrGOd0ITa0QA,jp1tCMXa-fykdqPVadxvIw,kcCncG6-pomVVc7r27HYWA,1,2016-05-07
XkF-WP0SlCxsKk3pH39HtQ,UVDUl5SZ0gNmgLzurmQb5Q,kcCncG6-pomVVc7r27HYWA,5,2015-10-21
7zIxiX_kKRKKOu3pRM3w2w,gTNJye4cSFmYfdBQAwcTTg,kcCncG6-pomVVc7r27HYWA,5,2014-10-26
yDAT0c3E6sZZ0prvjyH2Aw,FqSlXUQPOb5AjdVoJcfNNw,kcCncG6-pomVVc7r27HYWA,4,2010-06-17
e9tRquUTVTDWwQsWukEYvw,_Le2KFF78hrKyoxE0NgN8Q,kcCncG6-pomVVc7r27HYWA,2,2011-06-19
qM7rKBwaaEok-DdwhCKW5Q,PpBzb-w7JlSuML_-GpORcw,kcCncG6-pomVVc7r27HYWA,3,2010-02-24
P5jdah_tjKH-me08o1v7Og,lEw2VL9JCDFk3R5NzahqnA,kcCncG6-pomVVc7r27HYWA,3,2012-03-27
ftIzOEJPFT32Py0i9T5bnw,kHGRDaZt4nHgNSJcjOTDeQ,kcCncG6-pomVVc7r27HYWA,3,2012-01-31
xCioGTLfgqVF2Cv6SMY_fA,gKGEyyjBASJ_rDMZT7XuUQ,kcCncG6-pomVVc7r27HYWA,2,2010-07-13
wsdhG0uFZLI87BQbFoSRwg,RylA6VZUTRuMGBu4nHKbCw,82aapoEF7sBcxrrP9AWiEw,4,2016-06-08
pDjy7si1shICjVNiaz4f4Q,6Y7wCznF1AfBfuAe9UqccA,82aapoEF7sBcxrrP9AWiEw,4,2017-01-26
orOjKGoOIMjCRiyi49fFGA,NQ-nu-rFhthtJO__tKdZbw,Mb4V2aPneclZZ8BfZUjWGA,2,2014-02-27
tgxTLFC8vD_gR6OPsu2hlQ,V34qejxNsCbcgD8C0HVk-Q,Mb4V2aPneclZZ8BfZUjWGA,4,2015-02-27
SdLwzPIlxHNiKufb9UG3oQ,LI_thv1oQhgDTZfEA1dCyQ,Mb4V2aPneclZZ8BfZUjWGA,5,2013-12-11
OrKYAVr7FyTIpbe0ZhKEgQ,-jCNrky1-s4ZNIDeFL3C4w,Mb4V2aPneclZZ8BfZUjWGA,3,2014-02-19
bfvXI03mvc0QnI7bOvrKsQ,80RiaWwxfP9eu5shqvxaHg,Mb4V2aPneclZZ8BfZUjWGA,2,2015-06-07
Qy96oo_47xNbNZL1JKk93g,1QABw9xW72L-3EkGmIllaQ,Mb4V2aPneclZZ8BfZUjWGA,4,2015-09-21
H0pIVeOnzbw5HxM0P7ixmA,OVOoEO6x1ZFP65hX1NRrPQ,Mb4V2aPneclZZ8BfZUjWGA,4,2013-08-27
OdcO3bHKkqgJn7m_i5RrRw,tN2ml7LWTM2AcZz6JI7ZuQ,Mb4V2aPneclZZ8BfZUjWGA,5,2013-08-22
jTKdrnhFTTOUIG-jcrPqLg,0a1MHA0Y_uXWuyxHuzNJlw,Mb4V2aPneclZZ8BfZUjWGA,2,2014-02-22
9pFBB8AwNGyUhlJjALKY-A,2wsSI7G2vhWeW_kaOIdv_w,Mb4V2aPneclZZ8BfZUjWGA,4,2014-03-10
fvIqL9k73hy7moLWcLQAdA,-t6KeBikcXfsovbS6JnW-A,Mb4V2aPneclZZ8BfZUjWGA,4,2013-07-10
y8_yaeJOLpHkVzjmeMVcLA,hjcOqlZLCvOQvwMdLsiOcw,Mb4V2aPneclZZ8BfZUjWGA,5,2013-06-21
aBbODLmWfkPuvGYwbYOHMQ,baJcDLGQwBcq0-e0hliE8A,Mb4V2aPneclZZ8BfZUjWGA,5,2013-11-06
4y86c66nUpuKyxJkhxvi6g,7XlrJX9IpLdmgVoUOyzq8w,Mb4V2aPneclZZ8BfZUjWGA,5,2014-07-01
mLL_z_z3u9mvWsZ4nBzifg,4R4WP7Vb5wU2y3SGVWMUqg,Mb4V2aPneclZZ8BfZUjWGA,3,2013-10-10
YBKWBvo-eKuLrcb6D2cdgw,9i-JHoPnwlka_oVtslYOtA,Mb4V2aPneclZZ8BfZUjWGA,3,2013-12-04
NFBRhGfv-AfrlLLXgcUdaQ,7ZZHOEf6rBT6EqzQet4PWg,bM3ARXFMxGrntnHS6a7vEQ,4,2012-04-25
Iil26MhTvzrvO0HNr9wx7A,xH63knKaVhclXU2gSP1q_A,bM3ARXFMxGrntnHS6a7vEQ,5,2012-10-08
9Nl_YOAIFdKa17AIYIOnyw,i6nzTfZ8TRckJOGgZIpr5Q,bM3ARXFMxGrntnHS6a7vEQ,5,2014-03-26
eUlWccEbIYa3pzo5EOQOOA,79Vv70bMS1JC9ASCg4dWqg,bM3ARXFMxGrntnHS6a7vEQ,5,2012-07-15
ohkRDR1j6mXMbWtU6qg2Zw,_YkzpKm4TAUfx8vckSTDgA,bM3ARXFMxGrntnHS6a7vEQ,3,2012-12-17
H_xlNsaakPjfgUAuNywy9Q,jT1japLeFEucHwEaEmFf5g,bM3ARXFMxGrntnHS6a7vEQ,5,2014-08-21
t3p0pf6qekZTnZBWqmppSg,rnsvoiVLr1v5XTjvJF1aHw,bM3ARXFMxGrntnHS6a7vEQ,4,2014-02-23
ILbq9DZ2LzfCLI_eBbycnA,TWt_hQXobwWMPpQVoEvanA,bM3ARXFMxGrntnHS6a7vEQ,5,2014-12-15
-h4LIgowFCdUzSSXSzL_NQ,jq1OvVaYgpIwsLUZ_wWpXw,bM3ARXFMxGrntnHS6a7vEQ,5,2015-02-03
ZQC2RNL3EkS-t17_wkq_kg,Xm0tSbulIeormIHIFebO-w,bM3ARXFMxGrntnHS6a7vEQ,5,2012-11-28
s_lrtJ2n0fgy8dxHjlz_fQ,MHI1R-PBE7__qXtotM7QSg,bM3ARXFMxGrntnHS6a7vEQ,5,2012-03-11
PEyL0W32En07-Arh8rV1wA,_Zu6oD6OgOKR8H6sJrsH3A,bM3ARXFMxGrntnHS6a7vEQ,5,2014-06-22
YosKKc1MhxiMkkbhomm4aw,oOHOGockJrZoaNTyqiExCA,bM3ARXFMxGrntnHS6a7vEQ,3,2013-01-20
dMnb2YDP0fiabKTf89M7Dw,iE2bjYDiGcYlTc9Nh0oKQQ,bM3ARXFMxGrntnHS6a7vEQ,5,2011-11-16
xcrItUnqU8ssNk4wk9efIA,nOr3_aq60yivqgcso_iDMw,bM3ARXFMxGrntnHS6a7vEQ,3,2011-08-15
ThrLkkHw-XWbbXEicOPX_Q,tWVlSt-66fl6bk9_5UzltQ,bM3ARXFMxGrntnHS6a7vEQ,5,2012-07-19
DZ1fnMKOous9dEnhgu7Q7Q,i8hCMZN-0bHENsHZKHpC-g,bM3ARXFMxGrntnHS6a7vEQ,3,2010-12-17
ztmEEvhQT5jirudxwn3eaQ,HlsAHUffNbvX3T-R-ArmQg,bM3ARXFMxGrntnHS6a7vEQ,5,2014-06-25
JfS9pFTSlOY2A2jwQHV0ow,Z5bDadl1c0hSy03XMDkHgA,bM3ARXFMxGrntnHS6a7vEQ,4,2012-05-14
x6Nb1LMPbApuK2Xuh2E7Lg,rATLqbHENHQcs8clSGZfgA,bM3ARXFMxGrntnHS6a7vEQ,5,2012-10-16
fcEGnJjQ7_SEnhfKSrFFwQ,h5e3Lt-rkc4l0rL_J31XHQ,bM3ARXFMxGrntnHS6a7vEQ,4,2011-03-30
WtGIT3nUIzCDHrld-WIwkw,NTtgQrb8VGr_xKePhppqjA,bM3ARXFMxGrntnHS6a7vEQ,3,2012-11-10
Em6tbGxq5qPWSXJl6Gnu5A,xvlDWTotsFmvJ0TH-4kNyw,bM3ARXFMxGrntnHS6a7vEQ,5,2012-05-29
0NwGRSPleZPUVPZfH-aMFg,wf1GqnKQuvH-V3QN80UOOQ,bM3ARXFMxGrntnHS6a7vEQ,5,2014-08-09
hXxYdzcDeWh0Qto1Tt16Zw,W7ZFD8xThjOX7_O0FDH5kA,bM3ARXFMxGrntnHS6a7vEQ,4,2013-06-13
3WXhwU2CJEXhOEB6QocUbg,XWXHE-0VRDzQIdEeMsY56Q,bM3ARXFMxGrntnHS6a7vEQ,5,2011-05-17
dNwPVkhk_x0uscACn5Cujg,aqJ4Zh-f3IDEVrbcD5Csug,bM3ARXFMxGrntnHS6a7vEQ,4,2011-11-04
CxIkDOOsftBtwMyTh0Y5pQ,kHGRDaZt4nHgNSJcjOTDeQ,bM3ARXFMxGrntnHS6a7vEQ,2,2011-08-23
tifYOs0WwFHlg02RT_0F5Q,8prVMrVmnE-P7qm-zppSBA,bM3ARXFMxGrntnHS6a7vEQ,4,2011-11-05
Wbx55ReymSvOmHeSVkI5Uw,blMu35dRLe2rCYIrM16wAw,bM3ARXFMxGrntnHS6a7vEQ,5,2014-02-06
tiJQ4_EDLYjoXUKYhBvnWg,cgFYpCzVSywxod6B18mqjQ,bM3ARXFMxGrntnHS6a7vEQ,3,2013-05-05
dAXzZNHKJ-KkfaO1SMNVwA,aNclcrA_5HjHMjzcmEMU0Q,bM3ARXFMxGrntnHS6a7vEQ,2,2011-08-13
7i93GjqG0NGDX8CwvcI3vg,pwwwLgmmW93Bz63z_fTDBw,bM3ARXFMxGrntnHS6a7vEQ,4,2013-06-11
CFlaoisEFSJsqcJkcf2X-A,yB_haPuMe_uM-0YiLBoMfA,bM3ARXFMxGrntnHS6a7vEQ,3,2011-02-20
FivYIByGrVGb1d-d9r4-0w,6GCEw0CKr_s6vjXnrttLbg,bM3ARXFMxGrntnHS6a7vEQ,4,2013-04-14
qoqAenBbW6nAucyQ88Tg_w,QpOdN0YJWLBnQ20aCMxrWw,bM3ARXFMxGrntnHS6a7vEQ,5,2014-12-06
4xArt7fMpMzX8PKFPqADMA,OThr0jXDuoS4onOCiq_ahg,bM3ARXFMxGrntnHS6a7vEQ,4,2011-07-06
CXVr3Cl9ZRg-pbD7ureMWQ,XBDoWphbj_c0bSVjcT8PVw,bM3ARXFMxGrntnHS6a7vEQ,3,2013-12-12
FF7tZuaL4CRIf2C8IlbJeg,17a3-hvYn3DE8m0Ws9DQ7Q,xBgQ4T6mhS5VsmK9u6mBcg,4,2013-01-04
V-yX5ljdN-d3-N4cakUgpw,9i-JHoPnwlka_oVtslYOtA,xBgQ4T6mhS5VsmK9u6mBcg,5,2013-02-03
AjmLNtOfnE5jZTteTy5kXg,gnpXRfr2UmFkdPt9sh847Q,xBgQ4T6mhS5VsmK9u6mBcg,5,2016-03-06
dexihkhv9uw0G2eie69Tuw,et2aBoZ50-LFuTPLc7-FZQ,xBgQ4T6mhS5VsmK9u6mBcg,4,2017-06-09
RaYg4spxMcexadeO3VKe-g,BmU3wmzxJuJ1HgpqI1RFkQ,xBgQ4T6mhS5VsmK9u6mBcg,4,2017-07-02
UY4oo9dhgcR-s0gflUluEQ,BL0DbgQDx_0nvtC7bPzVRw,xBgQ4T6mhS5VsmK9u6mBcg,5,2016-09-10
QGXCG96u678cGbPdElbuVQ,m_WWgiKOR8AFZ8O2hxpmuA,xBgQ4T6mhS5VsmK9u6mBcg,5,2008-04-06
bYQ6bvpxEgWpkuEcwW5j7Q,s_WC97T4fwpgEADYkGeS-w,xBgQ4T6mhS5VsmK9u6mBcg,2,2011-10-09
6t28rR86J_PjYoMNBmy7uQ,0I9NYzozlJoz1n82qcgNHw,xBgQ4T6mhS5VsmK9u6mBcg,5,2015-01-11
5Iu3JxD1cE2HtycP37PgnQ,mdmFPUq98OtP8BQ4fCs8wA,xBgQ4T6mhS5VsmK9u6mBcg,5,2014-03-02
hf6768aC80a95gfEokbozg,H6QSYPYJFAW2wGOyn12SYg,xBgQ4T6mhS5VsmK9u6mBcg,4,2016-03-25
FwOwkojG-V5Ut5JrzY3mUQ,nQ4e81UdfczimYcIUtO3HA,xBgQ4T6mhS5VsmK9u6mBcg,5,2017-06-02
ZlkaUziJ-FEJqErcT4D6Mw,AGEFNAQYn0Ih4E8RjWS6sQ,xBgQ4T6mhS5VsmK9u6mBcg,5,2007-06-10
HyA7145jC7LOtAF1MJPj5Q,2TcPEaJYIiG9hdmb3DGqZQ,xBgQ4T6mhS5VsmK9u6mBcg,3,2010-02-05
pgI50SZGHS39w48BO3i0QQ,qlC607Cyp0Mj91vDFvkp3Q,xBgQ4T6mhS5VsmK9u6mBcg,4,2011-07-28
rJ9H2dMGD6UGXH7O6_ZNmg,kBQ28Rauvfu_W3O42H65vg,xBgQ4T6mhS5VsmK9u6mBcg,5,2014-06-21
CnPc27XRm61kSxaKA2e71g,53SsiacxmHO1CBBUGyQCaQ,xBgQ4T6mhS5VsmK9u6mBcg,5,2017-01-09
H0vgz1YZ3l8UcUNfz1jFjQ,3T1uD5CoMNqjdUAEFB0Y6Q,xBgQ4T6mhS5VsmK9u6mBcg,5,2014-01-12
EMNlibRyEIJ9MWo0wNTZwA,ntrPnJfx7nDvreXjfIbHaQ,xBgQ4T6mhS5VsmK9u6mBcg,5,2016-07-17
